Solver Name,Execution Time,Memory
Minisat,1056,12294
Sat4j,971,12294
MiniSatProver,986,12297
CryptoMiniSatJNI,985,12294
Glucose,989,12294
Glucose41JNI,989,12294
KK,973,12294
Lingeling,1015,12294
