Solver Name,Execution Time,Memory
Minisat,1197,15026
Sat4j,1180,15026
MiniSatProver,1103,15031
CryptoMiniSatJNI,1216,15026
Glucose,1148,15026
Glucose41JNI,1216,15026
KK,1204,15025
Lingeling,1093,15026
