Solver Name,Execution Time,Memory
Minisat,999,12303
Sat4j,946,12303
MiniSatProver,909,12303
CryptoMiniSatJNI,975,12303
Glucose,910,12303
Glucose41JNI,1006,12303
KK,1118,12302
Lingeling,947,12303
