Solver Name,Execution Time,Memory
Minisat,905,12294
Sat4j,1022,12294
MiniSatProver,1029,12297
CryptoMiniSatJNI,1054,12294
Glucose,998,12294
Glucose41JNI,1047,12294
KK,1005,12294
Lingeling,1056,12294
