Solver Name,Execution Time,Memory
Minisat,447,5468
Sat4j,422,5468
MiniSatProver,458,5468
CryptoMiniSatJNI,488,5468
Glucose,449,5468
Glucose41JNI,445,5467
KK,461,5468
Lingeling,356,5468
