Solver Name,Execution Time,Memory
Minisat,1000,12294
Sat4j,1018,12294
MiniSatProver,991,12297
CryptoMiniSatJNI,1057,12294
Glucose,1058,12294
Glucose41JNI,1127,12294
KK,969,12294
Lingeling,987,12294
