Solver Name,Execution Time,Memory
Minisat,1754,21872
Sat4j,1790,21872
MiniSatProver,1572,21873
CryptoMiniSatJNI,1764,21871
Glucose,1825,21872
Glucose41JNI,1797,21872
KK,1878,21877
Lingeling,1656,21872
