Solver Name,Execution Time,Memory
Minisat,1039,12294
Sat4j,974,12294
MiniSatProver,1025,12297
CryptoMiniSatJNI,1027,12294
Glucose,935,12294
Glucose41JNI,956,12294
KK,905,12294
Lingeling,969,12294
