Solver Name,Execution Time,Memory
Minisat,995,12294
Sat4j,961,12294
MiniSatProver,885,12297
CryptoMiniSatJNI,1064,12294
Glucose,988,12294
Glucose41JNI,926,12294
KK,982,12294
Lingeling,946,12294
