Solver Name,Execution Time,Memory
Minisat,988,12294
Sat4j,995,12294
MiniSatProver,924,12297
CryptoMiniSatJNI,1026,12294
Glucose,999,12294
Glucose41JNI,967,12294
KK,1030,12294
Lingeling,1032,12294
