Solver Name,Execution Time,Memory
Minisat,1716,21872
Sat4j,1675,21872
MiniSatProver,1633,21873
CryptoMiniSatJNI,1834,21872
Glucose,1828,21872
Glucose41JNI,1802,21872
KK,1829,21877
Lingeling,1758,21872
