Solver Name,Execution Time,Memory
Minisat,3116,12294
Sat4j,1004,12294
MiniSatProver,960,12297
CryptoMiniSatJNI,961,12294
Glucose,1004,12294
Glucose41JNI,913,12294
KK,1116,12294
Lingeling,1041,12294
