Solver Name,Execution Time,Memory
Minisat,1102,12294
Sat4j,1086,12294
MiniSatProver,939,12297
CryptoMiniSatJNI,1049,12294
Glucose,1005,12294
Glucose41JNI,992,12294
KK,1093,12294
Lingeling,921,12294
