Solver Name,Execution Time,Memory
Minisat,1015,12294
Sat4j,1071,12294
MiniSatProver,883,12297
CryptoMiniSatJNI,960,12294
Glucose,1028,12294
Glucose41JNI,971,12294
KK,975,12294
Lingeling,1003,12294
