Solver Name,Execution Time,Memory
Minisat,1806,21872
Sat4j,1708,21872
MiniSatProver,1566,21872
CryptoMiniSatJNI,1791,21872
Glucose,1851,21872
Glucose41JNI,1842,21872
KK,1849,21877
Lingeling,1644,21872
