Solver Name,Execution Time,Memory
Minisat,1733,21872
Sat4j,1938,21872
MiniSatProver,1607,21873
CryptoMiniSatJNI,1820,21872
Glucose,1761,21872
Glucose41JNI,1824,21872
KK,1841,21877
Lingeling,1692,21872
