Solver Name,Execution Time,Memory
Minisat,980,12294
Sat4j,951,12294
MiniSatProver,998,12297
CryptoMiniSatJNI,962,12294
Glucose,998,12294
Glucose41JNI,1014,12294
KK,1009,12293
Lingeling,931,12294
