Solver Name,Execution Time,Memory
Minisat,956,12294
Sat4j,929,12294
MiniSatProver,946,12297
CryptoMiniSatJNI,990,12294
Glucose,1019,12294
Glucose41JNI,1017,12294
KK,1033,12294
Lingeling,931,12294
