Solver Name,Execution Time,Memory
Minisat,974,12294
Sat4j,1020,12294
MiniSatProver,923,12297
CryptoMiniSatJNI,953,12294
Glucose,966,12294
Glucose41JNI,935,12294
KK,1014,12294
Lingeling,889,12294
