Solver Name,Execution Time,Memory
Minisat,1038,12294
Sat4j,1054,12294
MiniSatProver,950,12297
CryptoMiniSatJNI,969,12294
Glucose,1005,12294
Glucose41JNI,1022,12294
KK,1023,12294
Lingeling,1056,12294
