Solver Name,Execution Time,Memory
Minisat,982,12294
Sat4j,960,12294
MiniSatProver,943,12297
CryptoMiniSatJNI,1142,12294
Glucose,1054,12294
Glucose41JNI,1006,12294
KK,1027,12294
Lingeling,1011,12294
