Solver Name,Execution Time,Memory
Minisat,1274,15026
Sat4j,1131,15026
MiniSatProver,1212,15030
CryptoMiniSatJNI,1173,15026
Glucose,1281,15026
Glucose41JNI,1330,15026
KK,1154,15026
Lingeling,1192,15026
