Solver Name,Execution Time,Memory
Minisat,999,12294
Sat4j,974,12294
MiniSatProver,953,12297
CryptoMiniSatJNI,1032,12294
Glucose,1125,12294
Glucose41JNI,1004,12294
KK,1042,12294
Lingeling,957,12294
