Solver Name,Execution Time,Memory
Minisat,883,12294
Sat4j,957,12294
MiniSatProver,929,12297
CryptoMiniSatJNI,929,12294
Glucose,911,12294
Glucose41JNI,875,12294
KK,1059,12294
Lingeling,986,12294
