Solver Name,Execution Time,Memory
Minisat,721,9569
Sat4j,748,9569
MiniSatProver,685,9569
CryptoMiniSatJNI,718,9569
Glucose,717,9569
Glucose41JNI,741,9569
KK,840,9569
Lingeling,850,9568
