Solver Name,Execution Time,Memory
Minisat,1308,15026
Sat4j,1249,15026
MiniSatProver,1226,15030
CryptoMiniSatJNI,1210,15026
Glucose,1248,15026
Glucose41JNI,1273,15026
KK,1168,15026
Lingeling,1216,15026
