Solver Name,Execution Time,Memory
Minisat,1884,21872
Sat4j,1945,21872
MiniSatProver,1827,21873
CryptoMiniSatJNI,1804,21872
Glucose,1852,21872
Glucose41JNI,1946,21872
KK,1799,21877
Lingeling,1854,21872
