Solver Name,Execution Time,Memory
Minisat,954,12294
Sat4j,957,12294
MiniSatProver,932,12297
CryptoMiniSatJNI,1043,12294
Glucose,1016,12294
Glucose41JNI,1058,12294
KK,1067,12294
Lingeling,975,12294
