Solver Name,Execution Time,Memory
Minisat,1002,12294
Sat4j,1042,12294
MiniSatProver,927,12297
CryptoMiniSatJNI,958,12294
Glucose,923,12294
Glucose41JNI,1011,12294
KK,1020,12294
Lingeling,1017,12294
