Solver Name,Execution Time,Memory
Minisat,721, 9569
Minisat,751, 9569
Minisat,741, 9569
Minisat,902, 9569
Minisat,702, 9569
Sat4j,722, 9569
Sat4j,811, 9569
Sat4j,952, 9569
Sat4j,1052, 9569
Sat4j,803, 9569
MiniSatProver,773, 9569
MiniSatProver,751, 9569
MiniSatProver,821, 9569
MiniSatProver,671, 9569
MiniSatProver,721, 9569
CryptoMiniSatJNI,722, 9569
CryptoMiniSatJNI,780, 9569
CryptoMiniSatJNI,763, 9569
CryptoMiniSatJNI,771, 9569
CryptoMiniSatJNI,1060, 9569
Glucose,791, 9569
Glucose,671, 9569
Glucose,751, 9569
Glucose,611, 9569
Glucose,894, 9569
Glucose41JNI,781, 9569
Glucose41JNI,843, 9569
Glucose41JNI,681, 9569
Glucose41JNI,722, 9569
Glucose41JNI,701, 9569
KK,711, 9569
KK,1141, 9569
KK,803, 9569
KK,733, 9569
KK,822, 9569
Lingeling,753, 9569
Lingeling,662, 9569
Lingeling,770, 9569
Lingeling,731, 9569
Lingeling,1040, 9569
