Solver Name,Execution Time,Memory
Minisat,750, 9587
Minisat,771, 9587
Minisat,661, 9587
Minisat,651, 9587
Minisat,731, 9587
Sat4j,831, 9587
Sat4j,692, 9587
Sat4j,742, 9587
Sat4j,751, 9587
Sat4j,982, 9587
MiniSatProver,792, 9590
MiniSatProver,721, 9590
MiniSatProver,711, 9590
MiniSatProver,621, 9591
MiniSatProver,761, 9591
CryptoMiniSatJNI,702, 9587
CryptoMiniSatJNI,671, 9587
CryptoMiniSatJNI,692, 9587
CryptoMiniSatJNI,892, 9587
CryptoMiniSatJNI,723, 9587
Glucose,744, 9587
Glucose,753, 9587
Glucose,651, 9587
Glucose,731, 9587
Glucose,782, 9587
Glucose41JNI,722, 9587
Glucose41JNI,781, 9587
Glucose41JNI,780, 9587
Glucose41JNI,662, 9587
Glucose41JNI,830, 9587
KK,861, 9569
KK,762, 9569
KK,790, 9564
KK,701, 9569
KK,780, 9569
Lingeling,752, 9587
Lingeling,760, 9587
Lingeling,772, 9587
Lingeling,763, 9587
Lingeling,772, 9587
