Solver Name,Execution Time,Memory
Minisat,710, 9569
Minisat,760, 9569
Minisat,892, 9569
Minisat,820, 9569
Minisat,763, 9569
Sat4j,781, 9569
Sat4j,823, 9569
Sat4j,901, 9569
Sat4j,821, 9569
Sat4j,730, 9569
MiniSatProver,630, 9569
MiniSatProver,670, 9569
MiniSatProver,681, 9569
MiniSatProver,761, 9569
MiniSatProver,800, 9569
CryptoMiniSatJNI,740, 9569
CryptoMiniSatJNI,721, 9569
CryptoMiniSatJNI,661, 9569
CryptoMiniSatJNI,781, 9569
CryptoMiniSatJNI,880, 9569
Glucose,682, 9569
Glucose,761, 9569
Glucose,632, 9569
Glucose,773, 9569
Glucose,710, 9569
Glucose41JNI,742, 9569
Glucose41JNI,714, 9569
Glucose41JNI,741, 9569
Glucose41JNI,772, 9569
Glucose41JNI,791, 9569
KK,773, 9569
KK,750, 9569
KK,900, 9569
KK,742, 9569
KK,732, 9569
Lingeling,821, 9569
Lingeling,670, 9569
Lingeling,703, 9569
Lingeling,721, 9569
Lingeling,662, 9569
