Solver Name,Execution Time,Memory
Minisat,762, 9569
Minisat,844, 9569
Minisat,722, 9569
Minisat,681, 9569
Minisat,922, 9569
Sat4j,742, 9569
Sat4j,820, 9569
Sat4j,712, 9569
Sat4j,742, 9569
Sat4j,851, 9569
MiniSatProver,722, 9569
MiniSatProver,764, 9569
MiniSatProver,852, 9569
MiniSatProver,692, 9569
MiniSatProver,731, 9569
CryptoMiniSatJNI,770, 9569
CryptoMiniSatJNI,821, 9569
CryptoMiniSatJNI,543, 9569
CryptoMiniSatJNI,750, 9569
CryptoMiniSatJNI,734, 9569
Glucose,722, 9569
Glucose,881, 9569
Glucose,741, 9569
Glucose,780, 9569
Glucose,783, 9569
Glucose41JNI,983, 9569
Glucose41JNI,811, 9569
Glucose41JNI,791, 9569
Glucose41JNI,673, 9569
Glucose41JNI,651, 9569
KK,800, 9569
KK,784, 9569
KK,811, 9569
KK,804, 9569
KK,841, 9569
Lingeling,711, 9569
Lingeling,631, 9569
Lingeling,972, 9569
Lingeling,761, 9569
Lingeling,752, 9569
